category,color,date,month,price,region,revenue,sales_units,season,social_engagement,style,year
Pants,Pink,2023-05-10,5,380,Asia,362520,954,Spring,12208,Minimalist,2023
Skirts,Yellow,2024-06-03,6,369,South America,239112,648,Summer,16364,Vintage,2024
Pants,White,2023-01-10,1,270,Australia,332910,1233,Winter,36330,Casual,2023
Tops,Yellow,2023-08-13,8,176,South America,152944,869,Summer,7479,Minimalist,2023
Shoes,Green,2023-02-10,2,403,North America,95511,237,Winter,30924,Minimalist,2023
Dresses,Black,2023-10-08,10,122,North America,137860,1130,Fall,2316,Athletic,2023
Accessories,White,2024-06-24,6,151,Asia,81238,538,Summer,5684,Preppy,2024
Tops,Blue,2024-03-15,3,107,Australia,15729,147,Spring,16705,Vintage,2024
Bags,Brown,2023-09-05,9,484,South America,363000,750,Fall,11204,Streetwear,2023
Bags,Brown,2023-10-08,10,447,Australia,562773,1259,Fall,38731,Minimalist,2023
Bags,Navy,2024-09-01,9,133,Australia,46284,348,Fall,14026,Preppy,2024
Skirts,White,2023-04-27,4,174,Australia,94482,543,Spring,14437,Preppy,2023
Outerwear,Navy,2023-05-11,5,154,Europe,96558,627,Spring,32245,Formal,2023
Outerwear,Beige,2023-10-20,10,489,Australia,607338,1242,Fall,10177,Minimalist,2023
Skirts,Black,2024-03-12,3,361,North America,69312,192,Spring,5433,Bohemian,2024
Outerwear,Black,2023-11-25,11,483,Australia,139587,289,Fall,23236,Grunge,2023
Pants,Blue,2024-08-22,8,161,Australia,157297,977,Summer,40632,Formal,2024
Jewelry,Yellow,2024-12-08,12,94,Australia,93624,996,Winter,44009,Bohemian,2024
Outerwear,Red,2023-09-14,9,165,North America,114675,695,Fall,22137,Preppy,2023
Skirts,Navy,2024-12-03,12,148,Europe,111592,754,Winter,38119,Grunge,2024
Bags,Yellow,2024-09-06,9,73,South America,72562,994,Fall,43275,Preppy,2024
Bags,Navy,2023-03-16,3,316,Australia,98908,313,Spring,25242,Grunge,2023
Jewelry,Orange,2024-06-14,6,422,South America,258264,612,Summer,4580,Preppy,2024
Shoes,Beige,2024-11-21,11,192,South America,174720,910,Fall,28976,Vintage,2024
Tops,Gray,2023-10-14,10,181,South America,210503,1163,Fall,32391,Streetwear,2023
Pants,Navy,2023-08-20,8,178,North America,204344,1148,Summer,7437,Punk,2023
Bags,Red,2024-02-18,2,56,Europe,31304,559,Winter,6929,Preppy,2024
Dresses,Beige,2023-07-11,7,30,Australia,21690,723,Summer,11831,Casual,2023
Accessories,Black,2023-11-07,11,119,North America,61404,516,Fall,48951,Casual,2023
Tops,Orange,2024-05-19,5,89,Australia,38715,435,Spring,29532,Casual,2024
Bags,Purple,2024-09-27,9,173,Asia,105876,612,Fall,16173,Grunge,2024
Skirts,Navy,2023-03-11,3,325,Australia,286975,883,Spring,42385,Punk,2023
Bags,Gray,2024-09-08,9,482,South America,554300,1150,Fall,13696,Minimalist,2024
Jewelry,Blue,2024-07-03,7,368,South America,380512,1034,Summer,28985,Casual,2024
Pants,Navy,2023-01-01,1,382,Europe,74872,196,Winter,8736,Streetwear,2023
Pants,Orange,2024-01-23,1,478,Asia,478478,1001,Winter,10952,Minimalist,2024
Accessories,Red,2024-11-12,11,391,Australia,321402,822,Fall,23390,Casual,2024
Skirts,Blue,2023-01-19,1,468,Asia,179244,383,Winter,42506,Casual,2023
Pants,Navy,2023-08-06,8,454,South America,85352,188,Summer,26225,Streetwear,2023
Jewelry,Gray,2024-08-23,8,106,North America,46640,440,Summer,35372,Casual,2024
Accessories,Orange,2023-04-01,4,78,South America,8736,112,Spring,43517,Bohemian,2023
Shoes,Red,2023-01-17,1,320,North America,157120,491,Winter,36863,Vintage,2023
Bags,Beige,2023-09-17,9,60,South America,34920,582,Fall,10218,Punk,2023
Jewelry,Blue,2023-12-04,12,83,Australia,26726,322,Winter,44802,Grunge,2023
Dresses,Gray,2024-10-27,10,176,Asia,174944,994,Fall,34431,Vintage,2024
Jewelry,Gray,2024-01-05,1,36,Europe,36720,1020,Winter,8697,Minimalist,2024
Accessories,Navy,2024-06-01,6,77,Europe,47817,621,Summer,46338,Grunge,2024
Bags,Blue,2024-10-30,10,318,Europe,87132,274,Fall,2354,Casual,2024
Jewelry,Purple,2024-01-19,1,36,North America,23724,659,Winter,28617,Casual,2024
Tops,Beige,2023-12-13,12,307,Europe,189726,618,Winter,35776,Minimalist,2023
Jewelry,Navy,2023-08-18,8,488,South America,190808,391,Summer,20445,Streetwear,2023
Outerwear,Black,2024-04-25,4,255,North America,226185,887,Spring,16472,Streetwear,2024
Pants,Brown,2024-06-03,6,326,Asia,196578,603,Summer,28138,Punk,2024
Tops,Orange,2024-09-01,9,31,South America,28396,916,Fall,47749,Bohemian,2024
Accessories,White,2023-09-16,9,327,Australia,488538,1494,Fall,30420,Streetwear,2023
Tops,Green,2023-07-15,7,468,South America,252720,540,Summer,11640,Streetwear,2023
Accessories,Yellow,2024-12-22,12,327,North America,285798,874,Winter,28459,Streetwear,2024
Dresses,Gray,2023-12-27,12,247,North America,269971,1093,Winter,48737,Streetwear,2023
Bags,Yellow,2023-06-04,6,493,Australia,479689,973,Summer,46452,Streetwear,2023
Outerwear,Navy,2024-03-12,3,476,Australia,92820,195,Spring,2458,Punk,2024
Shoes,Pink,2024-01-15,1,221,Asia,213044,964,Winter,31237,Punk,2024
Dresses,Blue,2023-09-12,9,447,Australia,565902,1266,Fall,35759,Streetwear,2023
Jewelry,Gray,2023-10-02,10,328,Asia,80360,245,Fall,25396,Casual,2023
Tops,Green,2023-11-24,11,118,Europe,75992,644,Fall,20750,Punk,2023
Dresses,Yellow,2023-08-23,8,444,Australia,761016,1714,Summer,41189,Minimalist,2023
Bags,Red,2023-03-13,3,408,Asia,215424,528,Spring,44213,Athletic,2023
Jewelry,Gray,2023-01-06,1,176,Australia,110880,630,Winter,16787,Preppy,2023
Accessories,Navy,2024-07-30,7,265,Australia,200605,757,Summer,15664,Bohemian,2024
Dresses,Pink,2023-05-26,5,238,Australia,216104,908,Spring,25886,Streetwear,2023
Bags,Red,2023-06-15,6,468,Europe,113724,243,Summer,14552,Streetwear,2023
Accessories,White,2024-03-21,3,427,Australia,251503,589,Spring,47472,Bohemian,2024
Skirts,Purple,2023-07-07,7,351,Asia,156897,447,Summer,37826,Formal,2023
Skirts,Green,2024-03-22,3,262,Australia,340076,1298,Spring,5241,Casual,2024
Tops,Purple,2024-08-23,8,378,Australia,295974,783,Summer,45067,Casual,2024
Pants,Blue,2023-04-19,4,201,Europe,195975,975,Spring,42179,Formal,2023
Shoes,White,2024-12-19,12,53,Asia,26023,491,Winter,40028,Streetwear,2024
Shoes,Gray,2024-06-14,6,86,Asia,47902,557,Summer,25188,Minimalist,2024
Shoes,Yellow,2023-02-25,2,467,South America,63979,137,Winter,7185,Formal,2023
Pants,Yellow,2024-11-29,11,406,Europe,118552,292,Fall,43849,Bohemian,2024
Jewelry,Green,2024-08-27,8,472,North America,217592,461,Summer,10124,Formal,2024
Skirts,Gray,2024-06-30,6,225,Europe,118800,528,Summer,34412,Athletic,2024
Outerwear,Red,2024-07-01,7,279,Europe,270630,970,Summer,9391,Punk,2024
Tops,Brown,2023-08-07,8,36,Asia,37404,1039,Summer,5457,Preppy,2023
Shoes,Black,2024-07-29,7,155,South America,151125,975,Summer,35949,Grunge,2024
Accessories,Pink,2024-05-02,5,381,North America,348615,915,Spring,4616,Grunge,2024
Pants,Pink,2023-06-25,6,196,Europe,108780,555,Summer,8522,Minimalist,2023
Skirts,Black,2023-02-03,2,346,Asia,401360,1160,Winter,32518,Preppy,2023
Dresses,Purple,2023-10-02,10,279,North America,138105,495,Fall,27098,Punk,2023
Tops,Blue,2023-07-22,7,233,Europe,407517,1749,Summer,46236,Minimalist,2023
Tops,Beige,2023-10-29,10,26,Australia,6474,249,Fall,32428,Vintage,2023
Pants,Brown,2023-04-25,4,250,Asia,245000,980,Spring,12322,Bohemian,2023
Outerwear,Green,2024-10-03,10,381,South America,82677,217,Fall,41447,Formal,2024
Tops,Pink,2023-10-06,10,101,Asia,59388,588,Fall,42979,Punk,2023
Pants,Pink,2023-03-19,3,113,Asia,25086,222,Spring,4751,Casual,2023
Accessories,White,2023-10-11,10,482,Australia,377406,783,Fall,42791,Athletic,2023
Shoes,Navy,2023-03-21,3,297,Asia,48708,164,Spring,34160,Grunge,2023
Accessories,Yellow,2023-04-27,4,221,North America,41548,188,Spring,44066,Athletic,2023
Skirts,Blue,2024-10-08,10,472,Europe,208624,442,Fall,6745,Vintage,2024
Pants,Orange,2024-03-30,3,364,Europe,265720,730,Spring,36874,Formal,2024
Accessories,Orange,2023-10-18,10,475,Australia,218975,461,Fall,25316,Minimalist,2023
Tops,Navy,2023-04-19,4,416,Europe,303680,730,Spring,9286,Preppy,2023
Outerwear,Green,2024-11-16,11,247,South America,92378,374,Fall,23086,Grunge,2024
Accessories,Orange,2023-04-28,4,449,North America,111801,249,Spring,35833,Grunge,2023
Skirts,Black,2024-03-23,3,84,Europe,96096,1144,Spring,29938,Preppy,2024
Dresses,Black,2023-09-28,9,217,Asia,65100,300,Fall,46797,Punk,2023
Accessories,Purple,2023-02-06,2,483,North America,435183,901,Winter,1593,Preppy,2023
Tops,Orange,2023-01-14,1,164,Europe,146616,894,Winter,31008,Punk,2023
Accessories,Purple,2024-10-07,10,453,Europe,73386,162,Fall,3788,Casual,2024
Pants,Purple,2024-01-24,1,262,South America,178684,682,Winter,18135,Preppy,2024
Skirts,Navy,2023-01-17,1,33,Asia,31812,964,Winter,43044,Casual,2023
Accessories,Navy,2023-06-29,6,409,Australia,93252,228,Summer,48188,Bohemian,2023
Jewelry,Blue,2023-06-30,6,494,Europe,380380,770,Summer,42604,Bohemian,2023
Tops,Red,2024-06-16,6,170,Asia,46580,274,Summer,1569,Minimalist,2024
Shoes,Purple,2023-12-01,12,468,Europe,353340,755,Winter,45919,Bohemian,2023
Skirts,Red,2024-04-08,4,89,North America,69776,784,Spring,23036,Preppy,2024
Accessories,Green,2023-01-03,1,62,South America,44516,718,Winter,28266,Bohemian,2023
Jewelry,Orange,2024-10-31,10,254,South America,154940,610,Fall,14439,Grunge,2024
Pants,Orange,2023-11-14,11,433,Europe,87033,201,Fall,13135,Streetwear,2023
Outerwear,Green,2024-03-21,3,199,South America,71441,359,Spring,36451,Athletic,2024
Shoes,Yellow,2024-09-07,9,159,Asia,142305,895,Fall,4219,Preppy,2024
Pants,Green,2023-04-04,4,490,Australia,486570,993,Spring,46852,Streetwear,2023
Pants,Red,2024-02-23,2,228,Australia,233244,1023,Winter,7007,Casual,2024
Dresses,Orange,2023-02-28,2,454,North America,414502,913,Winter,28550,Punk,2023
Accessories,Yellow,2024-03-11,3,379,Europe,156148,412,Spring,31848,Formal,2024
Dresses,Blue,2024-09-27,9,141,South America,107724,764,Fall,18182,Bohemian,2024
Pants,Purple,2024-08-04,8,306,North America,171972,562,Summer,49323,Casual,2024
Bags,Orange,2023-03-12,3,238,Asia,154224,648,Spring,40362,Athletic,2023
Outerwear,Green,2023-07-14,7,178,Europe,80278,451,Summer,42099,Vintage,2023
Jewelry,Orange,2023-02-12,2,219,Europe,32631,149,Winter,16259,Streetwear,2023
Pants,Beige,2024-09-23,9,369,South America,152028,412,Fall,19545,Grunge,2024
Accessories,Red,2024-02-27,2,429,South America,57057,133,Winter,4045,Bohemian,2024
Jewelry,Green,2024-05-27,5,72,South America,19512,271,Spring,23715,Athletic,2024
Pants,Purple,2024-04-06,4,417,South America,210168,504,Spring,1195,Preppy,2024
Pants,Red,2023-05-14,5,20,South America,15120,756,Spring,3528,Minimalist,2023
Dresses,Red,2024-05-23,5,271,North America,182925,675,Spring,43786,Bohemian,2024
Jewelry,Brown,2024-05-06,5,467,Australia,53238,114,Spring,35982,Bohemian,2024
Shoes,Pink,2024-07-20,7,123,Asia,136776,1112,Summer,24699,Minimalist,2024
Shoes,Beige,2023-09-20,9,423,Australia,482643,1141,Fall,15879,Streetwear,2023
Accessories,Pink,2023-01-14,1,261,Europe,174348,668,Winter,41219,Vintage,2023
Shoes,Orange,2024-10-13,10,286,Asia,274846,961,Fall,8508,Punk,2024
Shoes,Blue,2023-10-29,10,76,Asia,59964,789,Fall,25955,Minimalist,2023
Jewelry,Beige,2023-03-21,3,494,Australia,119054,241,Spring,24337,Preppy,2023
Tops,Black,2023-02-28,2,418,South America,360316,862,Winter,37043,Minimalist,2023
Shoes,Orange,2024-08-17,8,88,South America,20064,228,Summer,15205,Vintage,2024
Skirts,Navy,2024-01-14,1,77,South America,65527,851,Winter,49798,Minimalist,2024
Tops,Brown,2024-04-07,4,29,North America,23896,824,Spring,2861,Vintage,2024
Tops,Navy,2023-04-19,4,297,Australia,206712,696,Spring,44232,Grunge,2023
Skirts,Navy,2023-07-06,7,175,Australia,75950,434,Summer,13013,Athletic,2023
Pants,Blue,2023-12-11,12,325,Australia,162175,499,Winter,13745,Casual,2023
Pants,Navy,2023-06-06,6,116,South America,66932,577,Summer,47149,Minimalist,2023
Skirts,Black,2023-11-16,11,87,Europe,39150,450,Fall,28772,Grunge,2023
Tops,Beige,2023-07-05,7,68,Europe,61676,907,Summer,14660,Punk,2023
Outerwear,Black,2023-08-08,8,108,North America,68472,634,Summer,9231,Grunge,2023
Skirts,Pink,2023-10-22,10,187,South America,43010,230,Fall,15970,Grunge,2023
Pants,Purple,2024-03-10,3,170,Europe,54230,319,Spring,10809,Bohemian,2024
Skirts,Blue,2023-08-20,8,317,North America,326510,1030,Summer,43571,Casual,2023
Skirts,Navy,2024-02-24,2,311,Europe,52248,168,Winter,38640,Punk,2024
Shoes,White,2024-08-24,8,252,North America,392616,1558,Summer,40378,Streetwear,2024
Pants,Orange,2023-10-31,10,461,North America,165960,360,Fall,9022,Preppy,2023
Jewelry,Green,2024-04-23,4,160,South America,97760,611,Spring,45347,Vintage,2024
Outerwear,Pink,2024-04-23,4,246,South America,194340,790,Spring,15188,Preppy,2024
Bags,Black,2024-12-29,12,462,South America,544698,1179,Winter,31388,Punk,2024
Jewelry,Blue,2023-06-10,6,478,Europe,131928,276,Summer,14510,Punk,2023
Outerwear,Beige,2024-08-13,8,237,South America,136986,578,Summer,31199,Minimalist,2024
Dresses,Blue,2023-11-06,11,57,North America,12198,214,Fall,31377,Formal,2023
Jewelry,Blue,2024-07-14,7,255,Asia,264690,1038,Summer,43738,Casual,2024
Shoes,White,2023-10-25,10,69,North America,34500,500,Fall,29181,Athletic,2023
Bags,Beige,2024-10-23,10,249,Europe,181770,730,Fall,46873,Minimalist,2024
Dresses,Black,2023-05-04,5,330,Europe,249810,757,Spring,1072,Formal,2023
Jewelry,Red,2024-03-07,3,377,Australia,350233,929,Spring,40926,Minimalist,2024
Skirts,Black,2024-10-27,10,161,Australia,61019,379,Fall,49253,Streetwear,2024
Jewelry,Purple,2023-01-07,1,353,Europe,163792,464,Winter,15508,Streetwear,2023
Skirts,Pink,2023-05-21,5,245,South America,90650,370,Spring,17229,Formal,2023
Tops,Pink,2024-08-21,8,467,North America,886833,1899,Summer,18620,Streetwear,2024
Outerwear,Black,2024-05-24,5,77,Europe,59290,770,Spring,49417,Punk,2024
Bags,Pink,2023-06-09,6,453,Asia,465684,1028,Summer,47392,Casual,2023
Dresses,Blue,2023-04-27,4,436,Australia,164372,377,Spring,38296,Formal,2023
Shoes,Blue,2023-03-10,3,246,Australia,110454,449,Spring,19452,Punk,2023
Skirts,Yellow,2024-05-16,5,280,Australia,269640,963,Spring,37678,Preppy,2024
Pants,Pink,2023-04-06,4,168,South America,35448,211,Spring,8033,Vintage,2023
Pants,Green,2024-04-23,4,310,Australia,301320,972,Spring,5399,Casual,2024
Shoes,Brown,2024-07-21,7,394,Europe,95742,243,Summer,12003,Minimalist,2024
Dresses,Purple,2023-11-30,11,99,Asia,14751,149,Fall,22068,Vintage,2023
Tops,Yellow,2023-09-25,9,484,North America,617584,1276,Fall,6698,Minimalist,2023
Skirts,Yellow,2024-03-11,3,470,South America,241580,514,Spring,30639,Casual,2024
Dresses,Yellow,2024-09-28,9,237,Australia,54510,230,Fall,48646,Formal,2024
Jewelry,Pink,2023-04-06,4,116,Australia,68092,587,Spring,4106,Punk,2023
Jewelry,Orange,2023-06-20,6,95,Europe,68115,717,Summer,40455,Grunge,2023
Bags,Beige,2023-10-25,10,391,North America,244766,626,Fall,11891,Grunge,2023
Jewelry,Beige,2024-11-22,11,463,South America,435683,941,Fall,26073,Bohemian,2024
Skirts,Gray,2024-09-09,9,150,Australia,78300,522,Fall,11827,Casual,2024
Accessories,Navy,2023-07-23,7,272,South America,359584,1322,Summer,23014,Streetwear,2023
Outerwear,Navy,2024-07-31,7,85,Asia,23545,277,Summer,11138,Athletic,2024
Dresses,Blue,2023-01-18,1,131,Australia,119341,911,Winter,24121,Casual,2023
Pants,Yellow,2023-06-29,6,389,Europe,284359,731,Summer,15543,Grunge,2023
Skirts,Purple,2024-12-29,12,164,North America,140876,859,Winter,44090,Preppy,2024
Shoes,Orange,2024-01-26,1,436,Europe,410276,941,Winter,39698,Streetwear,2024
Bags,Brown,2023-06-04,6,350,Europe,435400,1244,Summer,2060,Casual,2023
Tops,Orange,2024-03-06,3,284,Asia,197096,694,Spring,7780,Preppy,2024
Tops,Gray,2024-01-05,1,270,South America,176580,654,Winter,11958,Punk,2024
Shoes,Beige,2023-08-27,8,60,Europe,48240,804,Summer,46578,Streetwear,2023
Accessories,Beige,2023-11-13,11,218,Asia,143880,660,Fall,44703,Streetwear,2023
Dresses,Orange,2024-10-29,10,310,Europe,131130,423,Fall,10252,Minimalist,2024
Pants,Green,2023-12-22,12,286,Australia,225940,790,Winter,49399,Bohemian,2023
Accessories,Beige,2024-03-05,3,458,Europe,165338,361,Spring,26198,Casual,2024
Dresses,Black,2023-08-10,8,155,Asia,83700,540,Summer,48233,Minimalist,2023
Skirts,Blue,2024-05-01,5,410,Asia,314880,768,Spring,6895,Punk,2024
Shoes,Gray,2023-08-26,8,147,North America,86142,586,Summer,1337,Punk,2023
Shoes,Beige,2024-05-14,5,48,Asia,29520,615,Spring,49945,Grunge,2024
Pants,Black,2024-12-30,12,359,North America,552501,1539,Winter,12880,Minimalist,2024
Pants,Green,2024-09-25,9,434,Europe,227850,525,Fall,44109,Streetwear,2024
Jewelry,Purple,2023-06-01,6,303,Europe,206040,680,Summer,13903,Bohemian,2023
Accessories,Black,2024-04-04,4,240,Europe,156000,650,Spring,35865,Punk,2024
Jewelry,Orange,2023-01-05,1,450,Asia,431550,959,Winter,15923,Grunge,2023
Accessories,Black,2023-02-12,2,283,Asia,243946,862,Winter,6268,Punk,2023
Skirts,Blue,2023-05-23,5,106,North America,26712,252,Spring,20534,Athletic,2023
Accessories,Brown,2024-04-29,4,463,Australia,320859,693,Spring,31375,Athletic,2024
Tops,Beige,2024-05-18,5,442,Asia,259012,586,Spring,13655,Bohemian,2024
Shoes,Brown,2024-07-24,7,226,Europe,58760,260,Summer,17988,Preppy,2024
Accessories,Black,2024-09-21,9,409,Asia,244582,598,Fall,12791,Vintage,2024
Pants,Beige,2024-02-26,2,435,North America,93525,215,Winter,35462,Vintage,2024
Jewelry,Black,2023-02-20,2,134,Asia,39664,296,Winter,25630,Casual,2023
Tops,Blue,2024-01-26,1,147,Australia,63798,434,Winter,5520,Minimalist,2024
Tops,Gray,2024-05-05,5,266,Asia,66766,251,Spring,7998,Grunge,2024
Pants,Purple,2023-08-28,8,382,Europe,452670,1185,Summer,35163,Minimalist,2023
Dresses,Pink,2024-10-01,10,39,South America,5694,146,Fall,1480,Athletic,2024
Pants,Beige,2023-07-29,7,411,Europe,50142,122,Summer,25309,Grunge,2023
Pants,Black,2023-10-25,10,495,Europe,96525,195,Fall,39881,Athletic,2023
Tops,Black,2023-08-10,8,243,Australia,355023,1461,Summer,29146,Punk,2023
Skirts,Green,2023-04-14,4,65,Asia,65195,1003,Spring,45349,Minimalist,2023
Shoes,Green,2024-10-20,10,88,Europe,106392,1209,Fall,20556,Minimalist,2024
Accessories,Pink,2024-09-25,9,438,North America,528666,1207,Fall,9445,Minimalist,2024
Dresses,Navy,2024-06-02,6,304,South America,332576,1094,Summer,31619,Preppy,2024
Dresses,Purple,2024-04-22,4,310,North America,287060,926,Spring,45436,Formal,2024
Outerwear,Gray,2024-09-26,9,31,Australia,21607,697,Fall,38186,Formal,2024
Tops,Beige,2023-12-28,12,152,North America,60344,397,Winter,19460,Casual,2023
Shoes,White,2024-08-23,8,431,South America,427552,992,Summer,13287,Formal,2024
Accessories,Yellow,2024-09-04,9,143,Europe,62777,439,Fall,19601,Bohemian,2024
Dresses,Pink,2024-03-02,3,197,North America,98500,500,Spring,25539,Minimalist,2024
Dresses,Black,2023-08-17,8,355,South America,680890,1918,Summer,35275,Minimalist,2023
Dresses,Black,2023-06-28,6,149,South America,310516,2084,Summer,49140,Streetwear,2023
Skirts,Black,2024-11-03,11,366,South America,205692,562,Fall,2038,Bohemian,2024
Pants,Yellow,2023-10-29,10,146,Asia,52852,362,Fall,29695,Grunge,2023
Dresses,Blue,2024-08-29,8,250,Europe,367500,1470,Summer,41146,Streetwear,2024
Shoes,Purple,2024-02-12,2,21,North America,6384,304,Winter,35323,Grunge,2024
Shoes,White,2024-08-18,8,57,Australia,58995,1035,Summer,42053,Preppy,2024
Bags,Black,2023-08-18,8,249,North America,145914,586,Summer,41539,Formal,2023
Jewelry,Orange,2024-07-22,7,285,South America,96330,338,Summer,19297,Streetwear,2024
Dresses,White,2023-12-03,12,25,South America,17025,681,Winter,23121,Vintage,2023
Pants,Blue,2024-04-06,4,384,Asia,359808,937,Spring,36364,Vintage,2024
Pants,Red,2024-05-25,5,89,Asia,78053,877,Spring,37092,Streetwear,2024
Bags,Brown,2023-10-29,10,354,Asia,362850,1025,Fall,15379,Casual,2023
Dresses,White,2024-09-25,9,396,Asia,270468,683,Fall,41104,Casual,2024
Accessories,Pink,2023-07-14,7,29,Asia,12963,447,Summer,31852,Minimalist,2023
Tops,Green,2024-04-19,4,81,North America,101979,1259,Spring,6915,Minimalist,2024
Dresses,Green,2024-04-04,4,68,Asia,10880,160,Spring,34598,Formal,2024
Pants,Gray,2024-03-29,3,22,Europe,6292,286,Spring,46802,Athletic,2024
Skirts,Pink,2023-09-27,9,206,Asia,141316,686,Fall,49489,Grunge,2023
Bags,Beige,2023-03-04,3,197,Asia,69935,355,Spring,21544,Vintage,2023
Pants,Green,2024-10-03,10,401,Australia,224961,561,Fall,40829,Streetwear,2024
Shoes,Brown,2024-01-07,1,407,South America,145706,358,Winter,20540,Athletic,2024
Outerwear,Black,2023-10-31,10,324,Asia,138996,429,Fall,28917,Vintage,2023
Pants,Purple,2023-07-21,7,252,North America,179676,713,Summer,3614,Casual,2023
Jewelry,Black,2024-06-23,6,257,Australia,94833,369,Summer,27912,Bohemian,2024
Tops,White,2023-12-14,12,205,North America,65190,318,Winter,47769,Streetwear,2023
Jewelry,Beige,2024-06-24,6,133,Asia,125685,945,Summer,2981,Bohemian,2024
Dresses,Gray,2023-07-16,7,385,South America,76615,199,Summer,29648,Vintage,2023
Bags,Gray,2023-03-12,3,469,Australia,284683,607,Spring,11339,Casual,2023
Tops,Orange,2023-02-04,2,226,Australia,55596,246,Winter,19148,Grunge,2023
Shoes,Blue,2023-04-08,4,428,North America,140384,328,Spring,3455,Grunge,2023
Outerwear,Red,2024-12-11,12,245,Asia,48755,199,Winter,7851,Formal,2024
Skirts,White,2024-07-18,7,340,South America,122400,360,Summer,44031,Minimalist,2024
Shoes,Black,2023-09-20,9,146,Asia,140160,960,Fall,40683,Grunge,2023
Bags,Yellow,2024-04-26,4,414,Europe,286074,691,Spring,31825,Streetwear,2024
Outerwear,Gray,2023-09-29,9,372,Australia,220596,593,Fall,10598,Bohemian,2023
Accessories,Gray,2024-06-06,6,149,South America,103406,694,Summer,46642,Vintage,2024
Jewelry,Pink,2023-02-20,2,39,Australia,12987,333,Winter,23947,Vintage,2023
Bags,Gray,2024-10-22,10,177,North America,116289,657,Fall,37319,Punk,2024
Dresses,Brown,2023-07-08,7,289,South America,246228,852,Summer,11280,Athletic,2023
Tops,White,2024-05-27,5,435,South America,91785,211,Spring,26434,Athletic,2024
Shoes,Red,2024-07-08,7,30,Asia,31800,1060,Summer,45612,Casual,2024
Pants,Blue,2023-01-05,1,197,South America,33293,169,Winter,35923,Bohemian,2023
Outerwear,Blue,2024-03-24,3,355,Europe,270865,763,Spring,14782,Minimalist,2024
Outerwear,Navy,2024-04-18,4,326,South America,215812,662,Spring,44649,Grunge,2024
Jewelry,Beige,2024-05-11,5,198,Europe,45738,231,Spring,49643,Punk,2024
Bags,Green,2023-12-06,12,474,North America,203346,429,Winter,43334,Punk,2023
Skirts,Beige,2023-03-25,3,98,Australia,51646,527,Spring,40507,Casual,2023
Accessories,Blue,2024-02-16,2,58,South America,10150,175,Winter,36990,Bohemian,2024
Accessories,Gray,2023-12-05,12,138,South America,26082,189,Winter,47295,Grunge,2023
Bags,White,2024-06-12,6,258,North America,277608,1076,Summer,11932,Grunge,2024
Dresses,Red,2023-07-10,7,172,Europe,221880,1290,Summer,25801,Punk,2023
Shoes,Black,2023-08-14,8,352,South America,354464,1007,Summer,33678,Casual,2023
Skirts,White,2024-11-21,11,87,Australia,57942,666,Fall,28891,Streetwear,2024
Skirts,Pink,2024-07-30,7,393,South America,123009,313,Summer,15854,Formal,2024
Skirts,Yellow,2024-05-10,5,103,Europe,64890,630,Spring,22401,Vintage,2024
Pants,Yellow,2024-07-29,7,469,Asia,115843,247,Summer,40626,Athletic,2024
Accessories,Brown,2024-12-31,12,428,Australia,443408,1036,Winter,34460,Streetwear,2024
Dresses,White,2024-03-03,3,392,North America,249312,636,Spring,4931,Grunge,2024
Dresses,Yellow,2023-03-15,3,28,Australia,26544,948,Spring,16911,Formal,2023
Bags,Green,2024-06-25,6,246,Europe,33456,136,Summer,32728,Minimalist,2024
Tops,Yellow,2023-01-15,1,190,Asia,43510,229,Winter,5732,Vintage,2023
Dresses,Brown,2023-08-12,8,45,Asia,42165,937,Summer,30402,Punk,2023
Skirts,Green,2023-05-13,5,122,Europe,153476,1258,Spring,44373,Minimalist,2023
Outerwear,White,2024-01-09,1,292,Australia,348356,1193,Winter,43028,Formal,2024
Tops,White,2023-05-05,5,300,South America,48000,160,Spring,3515,Punk,2023
Outerwear,Orange,2024-03-06,3,369,South America,278964,756,Spring,12591,Vintage,2024
Accessories,Green,2024-06-23,6,288,North America,134784,468,Summer,49060,Bohemian,2024
Jewelry,Blue,2023-05-30,5,87,North America,61944,712,Spring,35972,Casual,2023
Jewelry,Green,2023-05-12,5,152,Australia,105792,696,Spring,37891,Minimalist,2023
Bags,Black,2024-03-28,3,456,North America,488376,1071,Spring,13687,Punk,2024
Skirts,Black,2023-08-22,8,300,Asia,410700,1369,Summer,26077,Casual,2023
Tops,Beige,2024-05-14,5,92,North America,57408,624,Spring,17746,Vintage,2024
Shoes,Orange,2024-04-05,4,297,Europe,106623,359,Spring,2341,Athletic,2024
Skirts,Beige,2023-06-09,6,200,Europe,28400,142,Summer,10568,Punk,2023
Outerwear,Black,2023-06-25,6,165,North America,165495,1003,Summer,2999,Grunge,2023
Bags,Orange,2023-01-08,1,456,Asia,88464,194,Winter,14900,Grunge,2023
Jewelry,Purple,2024-07-19,7,122,Europe,16470,135,Summer,1257,Grunge,2024
Shoes,Purple,2024-11-13,11,32,Europe,8064,252,Fall,46218,Grunge,2024
Pants,Black,2023-06-11,6,49,North America,12544,256,Summer,21555,Vintage,2023
Pants,Black,2024-07-13,7,308,Australia,281820,915,Summer,22866,Vintage,2024
Accessories,Pink,2024-02-16,2,67,Australia,58826,878,Winter,12933,Athletic,2024
Pants,Purple,2024-09-25,9,160,North America,24320,152,Fall,24472,Preppy,2024
